variety,combination,altitude_m,annotation_method,index,treatment_no,d12,d23,d34,p12_%,p23_%,p34_%
Przehyba,KAISHI,30,Bounded,OSAVI,3,0.03233,0.00426,-0.03745,5.032995465,0.631400152,-5.515861969
Przehyba,KAISHI,30,Bounded,OSAVI,4,0.01995,0.01649,-0.01669,3.110475677,2.493456378,-2.462301994
Przehyba,KAISHI,30,Bounded,SIPI2,1,0.0435,-0.00417,-0.00421,4.874981929,-0.445602798,-0.451890803
Przehyba,KAISHI,30,Bounded,SIPI2,2,0.0149,-0.01163,0.02031,1.617102651,-1.242121924,2.196456902
Przehyba,KAISHI,30,Bounded,SIPI2,3,0.01177,0.01027,0.002,1.290597063,1.111771462,0.214127948
Przehyba,KAISHI,30,Bounded,SIPI2,4,-0.01936,0.0023,-0.00601,-2.059725661,0.249844933,-0.651228612
Przehyba,KAISHI,30,Edges,GNDVI,1,0.0777,-0.01522,0.02253,11.99572045,-2.098063082,3.172296684
Przehyba,KAISHI,30,Edges,GNDVI,2,0.00208,0.00779,0.03618,0.286568085,1.070185778,4.917758709
Przehyba,KAISHI,30,Edges,GNDVI,3,0.0031,0.02096,0.00165,0.41522065,2.795818544,0.214104698
Przehyba,KAISHI,30,Edges,GNDVI,4,-0.04575,0.03137,-0.01556,-5.891966449,4.292961432,-2.041724128
Przehyba,KAISHI,30,Edges,LCI,1,-0.02571,0.03257,0.05407,-8.497179174,11.76402599,17.47400875
Przehyba,KAISHI,30,Edges,LCI,2,-0.04821,0.05771,0.00609,-14.4181164,20.16696894,1.771012967
Przehyba,KAISHI,30,Edges,LCI,3,-0.07731,0.04717,-0.07298,-16.88614358,12.3961621,-17.06372124
Przehyba,KAISHI,30,Edges,LCI,4,-0.00599,0.13086,-0.00051,-1.770612561,39.3787747,-0.110110521
Przehyba,KAISHI,30,Edges,MCARI,1,0.16665,0.03213,0.05637,25.43183764,3.909087259,6.600231131
Przehyba,KAISHI,30,Edges,MCARI,2,0.03683,-0.07018,0.27811,4.979240771,-9.037979346,39.37444873
Przehyba,KAISHI,30,Edges,MCARI,3,0.27593,-0.27547,-0.01272,38.94285662,-27.98124088,-1.794048329
Przehyba,KAISHI,30,Edges,MCARI,4,0.38396,-0.33065,0.03561,57.65502785,-31.49284565,4.950846065
Przehyba,KAISHI,30,Edges,MCARI2,1,0.11103,-0.03606,0.02611,20.08789244,-5.432760177,4.159690039
Przehyba,KAISHI,30,Edges,MCARI2,2,0.04699,-0.02033,0.06356,7.717435755,-3.09969491,10.00092834
Przehyba,KAISHI,30,Edges,MCARI2,3,0.10325,-0.0105,-0.0997,15.57078032,-1.370129353,-13.19043039
Przehyba,KAISHI,30,Edges,MCARI2,4,0.09468,0.00914,-0.02708,14.37439936,1.213245884,-3.551517329
Przehyba,KAISHI,30,Edges,NDRE,1,-0.02524,0.02653,0.04021,-12.15793758,14.54806675,19.24927354
Przehyba,KAISHI,30,Edges,NDRE,2,-0.03654,0.04189,0.00273,-16.18740891,22.14164522,1.181403923
Przehyba,KAISHI,30,Edges,NDRE,3,-0.0681,0.04234,-0.06053,-20.95765077,16.484907,-20.23189975
Przehyba,KAISHI,30,Edges,NDRE,4,-0.00459,0.10935,0.00177,-2.040535074,49.62537043,0.536850055
Przehyba,KAISHI,30,Edges,NDVI,1,0.03222,-0.00942,0.03255,4.127588871,-1.15892675,4.05152595
Przehyba,KAISHI,30,Edges,NDVI,2,-0.02342,0.0359,0.00612,-2.796347793,4.409772252,0.719999153
Przehyba,KAISHI,30,Edges,NDVI,3,-0.01099,-0.00145,-0.00113,-1.250980352,-0.167142928,-0.130474291
Przehyba,KAISHI,30,Edges,NDVI,4,-0.01836,0.02868,-0.00988,-2.119160046,3.38199172,-1.126952062
Przehyba,KAISHI,30,Edges,OSAVI,1,0.07011,-0.0184,0.01173,12.76302927,-2.970468059,1.951646421
Przehyba,KAISHI,30,Edges,OSAVI,2,0.02733,-0.00921,0.03572,4.630076694,-1.491254062,5.871224262
Przehyba,KAISHI,30,Edges,OSAVI,3,0.05171,-0.00106,-0.04627,8.366488097,-0.158263048,-6.919282022
Przehyba,KAISHI,30,Edges,OSAVI,4,0.03657,0.00631,-0.01367,5.850441783,0.953674974,-2.046526668
Przehyba,KAISHI,30,Edges,SIPI2,1,0.04141,-0.0054,-0.00318,4.618244799,-0.575649391,-0.340956243
Przehyba,KAISHI,30,Edges,SIPI2,2,0.01657,-0.01657,0.02273,1.797178094,-1.765449817,2.465290168
Przehyba,KAISHI,30,Edges,SIPI2,3,0.00903,0.01532,0.00133,0.98879692,1.661134972,0.14185441
Przehyba,KAISHI,30,Edges,SIPI2,4,-0.02107,0.00501,-0.00548,-2.23881945,0.544535031,-0.592393366
Przehyba,KAISHI,50,Bounded,GNDVI,1,0.04156,-0.04334,0.08092,6.31101649,-6.19062379,12.32126026
Przehyba,KAISHI,50,Bounded,GNDVI,2,0.03534,-0.01035,0.04909,4.999002746,-1.394350657,6.706916362
Przehyba,KAISHI,50,Bounded,GNDVI,3,0.0147,0.00999,-0.00997,2.001331498,1.33340274,-1.313222717
Przehyba,KAISHI,50,Bounded,GNDVI,4,-0.05726,0.01547,-0.01946,-7.294908724,2.125960771,-2.618614772
Przehyba,KAISHI,50,Bounded,LCI,1,-0.0348,-0.02811,0.08999,-12.28635685,-11.31455758,40.84309516
Przehyba,KAISHI,50,Bounded,LCI,2,0.07348,0.0199,-0.00152,30.78973061,6.375528224,-0.45778858
Przehyba,KAISHI,50,Bounded,LCI,3,0.01178,0.04211,-0.08953,3.471229752,11.99233356,-22.76662996
Przehyba,KAISHI,50,Bounded,LCI,4,-0.09602,0.05177,0.07421,-23.66067798,16.71072721,20.52432302
Przehyba,KAISHI,50,Bounded,MCARI,1,-0.18386,0.2424,0.18945,-22.77126802,38.87350235,21.87742866
Przehyba,KAISHI,50,Bounded,MCARI,2,0.04067,0.00036,0.27975,5.502407557,0.046165624,35.85798316
Przehyba,KAISHI,50,Bounded,MCARI,3,0.23251,-0.4676,0.12783,28.68613292,-44.83045249,22.21426697
Przehyba,KAISHI,50,Bounded,MCARI,4,0.16163,-0.26681,-0.06439,17.47878549,-24.560202,-7.856836937
Przehyba,KAISHI,50,Bounded,MCARI2,1,-0.05744,0.04339,0.12275,-9.421474861,7.857219171,20.60874281
Przehyba,KAISHI,50,Bounded,MCARI2,2,-0.0926,0.14403,0.08175,-15.53845095,28.61479593,12.62799847
Przehyba,KAISHI,50,Bounded,MCARI2,3,0.06433,-0.04882,-0.04905,9.155718374,-6.36546533,-6.830230139
Przehyba,KAISHI,50,Bounded,MCARI2,4,-0.03121,-0.01024,-0.02117,-4.001943911,-1.367775268,-2.866928216
Przehyba,KAISHI,50,Bounded,NDRE,1,-0.02664,-0.01941,0.06124,-14.19883702,-12.05732354,43.25744679
Przehyba,KAISHI,50,Bounded,NDRE,2,0.05332,0.01443,-0.0044,34.84261359,6.992939215,-1.992925116
Przehyba,KAISHI,50,Bounded,NDRE,3,0.00868,0.03816,-0.07182,3.874117946,16.3966124,-26.51250872
Przehyba,KAISHI,50,Bounded,NDRE,4,-0.07484,0.0409,0.06503,-26.94208747,20.15364071,26.66901793
Przehyba,KAISHI,50,Bounded,NDVI,1,0.00244,-0.01879,0.05456,0.301718435,-2.316489981,6.885837211
Przehyba,KAISHI,50,Bounded,NDVI,2,0.01324,0.01624,0.01363,1.614986686,1.949437076,1.604849164
Przehyba,KAISHI,50,Bounded,NDVI,3,-0.00017,-0.01279,-0.00704,-0.019639987,-1.477910496,-0.825689257
Przehyba,KAISHI,50,Bounded,NDVI,4,-0.02754,0.00822,-4.00E-05,-3.155936978,0.972664806,-0.004687568
Przehyba,KAISHI,50,Bounded,OSAVI,1,-0.01663,0.01091,0.06993,-2.842195754,1.919149453,12.0695696
Przehyba,KAISHI,50,Bounded,OSAVI,2,-0.03393,0.06241,0.04517,-5.763047536,11.248673,7.318167752
Przehyba,KAISHI,50,Bounded,OSAVI,3,0.03092,-0.0182,-0.02301,4.82912971,-2.711557343,-3.523731204
Przehyba,KAISHI,50,Bounded,OSAVI,4,-0.02375,-0.00214,-0.01326,-3.472775632,-0.324173169,-2.015194506
Przehyba,KAISHI,50,Bounded,SIPI2,1,0.03257,-0.02258,0.02881,3.671675341,-2.455332628,3.211634567
Przehyba,KAISHI,50,Bounded,SIPI2,2,0.01837,-0.01789,0.02706,1.998279109,-1.90793901,2.942036659
Przehyba,KAISHI,50,Bounded,SIPI2,3,0.01092,0.01453,-0.00296,1.197052095,1.573939974,-0.315669021
Przehyba,KAISHI,50,Bounded,SIPI2,4,-0.02425,0.00629,-0.01447,-2.569669842,0.684103884,-1.563072177
Przehyba,KAISHI,50,Edges,GNDVI,1,0.04322,-0.04785,0.08162,6.62912921,-6.883000499,12.60850155
Przehyba,KAISHI,50,Edges,GNDVI,2,0.02955,-0.01217,0.04661,4.165544812,-1.646951516,6.413299375
Przehyba,KAISHI,50,Edges,GNDVI,3,0.00616,0.01785,0.00037,0.830568144,2.386934841,0.048323627
Przehyba,KAISHI,50,Edges,GNDVI,4,-0.0623,0.02656,-0.0188,-7.891460123,3.652561125,-2.494291654
Przehyba,KAISHI,50,Edges,LCI,1,-0.03818,-0.03429,0.08401,-12.92611665,-13.33250386,37.6893778
Przehyba,KAISHI,50,Edges,LCI,2,0.0643,0.01536,-0.00509,25.79625373,4.898568381,-1.547484046
Przehyba,KAISHI,50,Edges,LCI,3,-0.00422,0.05391,-0.0672,-1.202755507,15.55211299,-16.77688983
Przehyba,KAISHI,50,Edges,LCI,4,-0.10546,0.07026,0.07599,-25.74197974,23.09505261,20.29208424
Przehyba,KAISHI,50,Edges,MCARI,1,-0.14597,0.23264,0.18934,-20.24462194,40.4548387,23.44184296
Przehyba,KAISHI,50,Edges,MCARI,2,0.04433,0.02288,0.2575,6.444147571,3.124654315,34.10049515
Przehyba,KAISHI,50,Edges,MCARI,3,0.27154,-0.4801,0.08306,36.34533557,-47.13096046,15.42286617
Przehyba,KAISHI,50,Edges,MCARI,4,0.19412,-0.31264,-0.07608,21.82837982,-28.85674175,-9.870507965
Przehyba,KAISHI,50,Edges,MCARI2,1,-0.03781,0.04532,0.12958,-6.899496543,8.882773652,23.32585087
Przehyba,KAISHI,50,Edges,MCARI2,2,-0.08286,0.15434,0.07464,-14.90338699,32.62167606,11.89556004
Przehyba,KAISHI,50,Edges,MCARI2,3,0.09436,-0.06913,-0.0725,14.26345059,-9.145256518,-10.55649472
Przehyba,KAISHI,50,Edges,MCARI2,4,-0.02005,-0.03213,-0.03763,-2.61923393,-4.310200271,-5.275398809
Przehyba,KAISHI,50,Edges,NDRE,1,-0.03089,-0.02375,0.05614,-15.44183442,-14.04070919,38.61046348
Przehyba,KAISHI,50,Edges,NDRE,2,0.04665,0.01079,-0.00707,28.81034579,5.173298301,-3.222997707
Przehyba,KAISHI,50,Edges,NDRE,3,-0.00399,0.04802,-0.05477,-1.711777804,20.96018786,-19.76392984
Przehyba,KAISHI,50,Edges,NDRE,4,-0.08197,0.0553,0.06754,-29.22271222,27.85459198,26.6082551
Przehyba,KAISHI,50,Edges,NDVI,1,0.01076,-0.02294,0.05679,1.353695803,-2.847492804,7.255829642
Przehyba,KAISHI,50,Edges,NDVI,2,0.00977,0.01557,0.0105,1.191345733,1.876240434,1.241984763
Przehyba,KAISHI,50,Edges,NDVI,3,-0.00829,-0.00954,0.00383,-0.949413116,-1.103041921,0.44777463
Przehyba,KAISHI,50,Edges,NDVI,4,-0.03222,0.01719,0.0007,-3.677238442,2.036775709,0.081284669
Przehyba,KAISHI,50,Edges,OSAVI,1,-0.00789,0.01301,0.07743,-1.434934191,2.400541736,13.95208038
Przehyba,KAISHI,50,Edges,OSAVI,2,-0.03134,0.07148,0.04315,-5.537581875,13.37046937,7.119392962
Przehyba,KAISHI,50,Edges,OSAVI,3,0.04583,-0.02647,-0.03593,7.385848116,-3.972440537,-5.615194313
Przehyba,KAISHI,50,Edges,OSAVI,4,-0.0192,-0.01059,-0.02176,-2.831770697,-1.607416886,-3.356828044
Przehyba,KAISHI,50,Edges,SIPI2,1,0.02881,-0.02358,0.02833,3.235184796,-2.564908613,3.16270928
Przehyba,KAISHI,50,Edges,SIPI2,2,0.01648,-0.01895,0.02741,1.789668358,-2.021719347,2.984632572
Przehyba,KAISHI,50,Edges,SIPI2,3,0.00949,0.01801,-0.00235,1.039349623,1.952174436,-0.24984823
Przehyba,KAISHI,50,Edges,SIPI2,4,-0.02479,0.00861,-0.01414,-2.624138475,0.935970284,-1.522868334
Przehyba,KUMA,30,Bounded,GNDVI,1,0.06258,0.00439,0.01107,9.291745669,0.596401755,1.494994402
Przehyba,KUMA,30,Bounded,GNDVI,2,0.02757,0.00645,0.03035,3.836354503,0.864355198,4.03230628
Przehyba,KUMA,30,Bounded,GNDVI,3,0.0091,0.02479,-0.01492,1.225043112,3.296845056,-1.920895663
Przehyba,KUMA,30,Bounded,GNDVI,4,-0.04824,0.02433,-0.01529,-6.225954124,3.348559899,-2.03619337
Przehyba,KUMA,30,Bounded,LCI,1,0.0042,0.03249,0.0205,1.408351525,10.74330156,6.121029169
Przehyba,KUMA,30,Bounded,LCI,2,-0.02547,0.07227,0.00038,-7.97704915,24.59660814,0.103799329
Przehyba,KUMA,30,Bounded,LCI,3,-0.06477,0.05013,-0.09189,-14.31757744,12.93306949,-20.99186505
Przehyba,KUMA,30,Bounded,LCI,4,-0.05355,0.11909,0.02029,-13.72826998,35.38857902,4.453360432
Przehyba,KUMA,30,Bounded,MCARI,1,0.03616,0.1545,0.07233,4.76340399,19.42709558,7.61543977
Przehyba,KUMA,30,Bounded,MCARI,2,0.0444,0.00065,0.32671,6.238224298,0.085962803,43.17043939
Przehyba,KUMA,30,Bounded,MCARI,3,0.24884,-0.30791,0.03338,32.89354542,-30.62741896,4.78613655
Przehyba,KUMA,30,Bounded,MCARI,4,0.49166,-0.30163,0.03808,89.792549,-29.02490447,5.162822795
Przehyba,KUMA,30,Bounded,MCARI2,1,0.05326,0.01132,0.02651,8.38580365,1.644438182,3.788761199
Przehyba,KUMA,30,Bounded,MCARI2,2,0.05592,0.01289,0.0674,9.13127183,1.928713896,9.894144399
Przehyba,KUMA,30,Bounded,MCARI2,3,0.07681,-0.01391,-0.08346,10.99734981,-1.794257602,-10.96223637
Przehyba,KUMA,30,Bounded,MCARI2,4,0.14397,0.01927,-0.02057,24.19375167,2.607433146,-2.71260736
Przehyba,KUMA,30,Bounded,NDRE,1,-0.00103,0.02587,0.01367,-0.515100445,13.0045091,6.080933804
Przehyba,KUMA,30,Bounded,NDRE,2,-0.01974,0.05357,-0.00118,-9.266257024,27.71468925,-0.47800179
Przehyba,KUMA,30,Bounded,NDRE,3,-0.05826,0.04383,-0.07422,-18.11843222,16.64697996,-24.16637091
Przehyba,KUMA,30,Bounded,NDRE,4,-0.04213,0.10222,0.02002,-15.74476514,45.34022914,6.109786951
Przehyba,KUMA,30,Bounded,NDVI,1,0.03278,-0.00487,0.01663,4.058935043,-0.579499061,1.99039869
Przehyba,KUMA,30,Bounded,NDVI,2,-0.00737,0.03198,0.00215,-0.88072456,3.855608777,0.2495876
Przehyba,KUMA,30,Bounded,NDVI,3,-0.00215,0.00647,-0.02299,-0.247621395,0.747017415,-2.634712422
Przehyba,KUMA,30,Bounded,NDVI,4,-0.02375,0.01522,-0.00153,-2.75713634,1.816985833,-0.17939407
Przehyba,KUMA,30,Bounded,OSAVI,1,0.03678,0.00651,0.01275,6.156050353,1.02642371,1.989852532
Przehyba,KUMA,30,Bounded,OSAVI,2,0.02987,0.00619,0.03609,5.001917374,0.987176277,5.699341946
Przehyba,KUMA,30,Bounded,OSAVI,3,0.03615,-0.00191,-0.03837,5.668623113,-0.283437038,-5.710152821
Przehyba,KUMA,30,Bounded,OSAVI,4,0.05557,0.01179,-0.01189,9.280986587,1.801867891,-1.784987787
Przehyba,KUMA,30,Bounded,SIPI2,1,0.02791,0.00651,-0.00195,3.100143178,0.701364267,-0.208622864
Przehyba,KUMA,30,Bounded,SIPI2,2,0.0253,-0.01483,0.02052,2.759174254,-1.573907312,2.212611237
Przehyba,KUMA,30,Bounded,SIPI2,3,0.00824,0.01333,0.00304,0.899267817,1.441796524,0.324138394
Przehyba,KUMA,30,Bounded,SIPI2,4,-0.01995,0.00813,-0.01035,-2.115204984,0.880612551,-1.11128887
Przehyba,KUMA,30,Edges,GNDVI,1,0.0628,0.00178,0.02144,9.532034771,0.246663461,2.963737073
Przehyba,KUMA,30,Edges,GNDVI,2,0.03708,-0.0021,0.03505,5.241352405,-0.282056758,4.720977438
Przehyba,KUMA,30,Edges,GNDVI,3,-0.002,0.0298,-0.00201,-0.267147175,3.991155172,-0.258870167
Przehyba,KUMA,30,Edges,GNDVI,4,-0.0566,0.03648,-0.01695,-7.213214201,5.01050035,-2.216987487
Przehyba,KUMA,30,Edges,LCI,1,-0.00155,0.02265,0.02135,-0.505543035,7.424987953,6.515085398
Przehyba,KUMA,30,Edges,LCI,2,-0.0273,0.06744,0.00322,-8.616309127,23.29203809,0.90200879
Przehyba,KUMA,30,Edges,LCI,3,-0.0764,0.05724,-0.07783,-16.78305702,15.11003878,-17.84842029
Przehyba,KUMA,30,Edges,LCI,4,-0.06501,0.135,0.01783,-16.3732115,40.65762963,3.817651983
Przehyba,KUMA,30,Edges,MCARI,1,0.05319,0.17888,0.07208,8.059811407,25.08375039,8.08061784
Przehyba,KUMA,30,Edges,MCARI,2,0.07277,-0.00482,0.28866,10.86198841,-0.648965089,39.11906882
Przehyba,KUMA,30,Edges,MCARI,3,0.25549,-0.30692,0.02023,35.28034125,-31.32920469,3.007100801
Przehyba,KUMA,30,Edges,MCARI,4,0.49125,-0.32523,0.04551,92.65703599,-31.8406236,6.53690529
Przehyba,KUMA,30,Edges,MCARI2,1,0.0602,0.03351,0.03723,10.71515661,5.387277921,5.679365278
Przehyba,KUMA,30,Edges,MCARI2,2,0.08044,0.01236,0.05858,14.1328353,1.902677141,8.849330258
Przehyba,KUMA,30,Edges,MCARI2,3,0.08623,-0.02236,-0.08443,12.77517441,-2.937424709,-11.42720251
Przehyba,KUMA,30,Edges,MCARI2,4,0.15493,0.00124,-0.01797,26.55907951,0.167960004,-2.429984138
Przehyba,KUMA,30,Edges,NDRE,1,-0.00604,0.01808,0.01221,-2.877958365,8.870093362,5.502205839
Przehyba,KUMA,30,Edges,NDRE,2,-0.02294,0.05002,0.00079,-10.75273857,26.27087043,0.328590265
Przehyba,KUMA,30,Edges,NDRE,3,-0.06631,0.04985,-0.06433,-20.56181413,19.4588982,-21.02074626
Przehyba,KUMA,30,Edges,NDRE,4,-0.05057,0.11444,0.01827,-18.62882698,51.80835797,5.44834805
Przehyba,KUMA,30,Edges,NDVI,1,0.03415,-0.0051,0.03538,4.347709845,-0.622238815,4.343657192
Przehyba,KUMA,30,Edges,NDVI,2,0.00534,0.02748,0.00535,0.648931633,3.31791493,0.625211082
Przehyba,KUMA,30,Edges,NDVI,3,-0.01468,0.00775,-0.00686,-1.672475138,0.897966656,-0.787771399
Przehyba,KUMA,30,Edges,NDVI,4,-0.03231,0.02513,-0.00378,-3.691807752,2.981476406,-0.435483369
Przehyba,KUMA,30,Edges,OSAVI,1,0.04265,0.01711,0.01965,7.652406695,2.851709442,3.184243746
Przehyba,KUMA,30,Edges,OSAVI,2,0.04631,0.00467,0.03316,8.097272176,0.755381079,5.32347837
Przehyba,KUMA,30,Edges,OSAVI,3,0.04177,-0.00532,-0.03918,6.681371977,-0.797671758,-5.921819289
Przehyba,KUMA,30,Edges,OSAVI,4,0.06256,0.00516,-0.01123,10.56915651,0.788423016,-1.702466985
Przehyba,KUMA,30,Edges,SIPI2,1,0.0278,0.00472,-0.00586,3.079680644,0.507259071,-0.626596565
Przehyba,KUMA,30,Edges,SIPI2,2,0.02485,-0.01836,0.02214,2.710038922,-1.949435715,2.397528402
Przehyba,KUMA,30,Edges,SIPI2,3,0.00757,0.01603,0.00228,0.827167819,1.737215535,0.242870732
Przehyba,KUMA,30,Edges,SIPI2,4,-0.02046,0.01065,-0.01001,-2.172479589,1.155948904,-1.074067755
Przehyba,KUMA,50,Bounded,GNDVI,1,0.03778,-0.04686,0.07662,5.479165972,-6.442999528,11.26034439
Przehyba,KUMA,50,Bounded,GNDVI,2,0.03721,-0.00832,0.04773,5.220543773,-1.109376229,6.435641562
Przehyba,KUMA,50,Bounded,GNDVI,3,0.01298,-0.00173,0.00224,1.759448905,-0.230448202,0.299073007
Przehyba,KUMA,50,Bounded,GNDVI,4,-0.05047,0.01305,-0.01623,-6.465531046,1.787350489,-2.183855615
Przehyba,KUMA,50,Bounded,LCI,1,-0.0487,-0.019,0.08934,-15.89212932,-7.371741399,37.42130593
Przehyba,KUMA,50,Bounded,LCI,2,0.05702,0.04088,-0.00103,23.44080805,13.61436835,-0.301919092
Przehyba,KUMA,50,Bounded,LCI,3,0.0122,0.00933,-0.05306,3.531717428,2.6087613,-14.4589082
Przehyba,KUMA,50,Bounded,LCI,4,-0.0546,0.01035,0.10932,-14.74595634,3.27873007,33.53158232
Przehyba,KUMA,50,Bounded,MCARI,1,-0.16961,0.25609,0.21948,-21.66208375,41.75124028,25.2432254
Przehyba,KUMA,50,Bounded,MCARI,2,0.09823,0.04849,0.27008,14.94785825,6.419277159,33.59743043
Przehyba,KUMA,50,Bounded,MCARI,3,0.20152,-0.5444,0.22608,24.38850236,-52.96693653,46.76765734
Przehyba,KUMA,50,Bounded,MCARI,4,0.16082,-0.30845,-0.02034,17.42964253,-28.46790174,-2.62434343
Przehyba,KUMA,50,Bounded,MCARI2,1,-0.05735,0.05143,0.13666,-9.356070679,9.256309607,22.51211183
Przehyba,KUMA,50,Bounded,MCARI2,2,-0.06001,0.17133,0.07555,-10.78829521,34.52556318,11.31714829
Przehyba,KUMA,50,Bounded,MCARI2,3,0.04681,-0.09952,0.00853,6.546935556,-13.06377912,1.28797293
Przehyba,KUMA,50,Bounded,MCARI2,4,-0.02331,-0.02992,-0.00766,-3.032467304,-4.01410841,-1.070653336
Przehyba,KUMA,50,Bounded,NDRE,1,-0.03735,-0.0123,0.06122,-18.36545033,-7.408701309,39.82539796
Przehyba,KUMA,50,Bounded,NDRE,2,0.03968,0.03091,-0.00417,25.36095257,15.75907128,-1.836591779
Przehyba,KUMA,50,Bounded,NDRE,3,0.0096,0.00949,-0.04007,4.200375409,3.984866744,-16.18068091
Przehyba,KUMA,50,Bounded,NDRE,4,-0.04139,0.00779,0.09462,-16.60841616,3.74841811,43.88458845
Przehyba,KUMA,50,Bounded,NDVI,1,-0.00258,-0.0214,0.0554,-0.31095914,-2.587318993,6.875914565
Przehyba,KUMA,50,Bounded,NDVI,2,0.01977,0.01457,0.01529,2.404843259,1.730689508,1.785316038
Przehyba,KUMA,50,Bounded,NDVI,3,-0.00405,-0.00693,-0.01529,-0.465752259,-0.800683065,-1.780845372
Przehyba,KUMA,50,Bounded,NDVI,4,-0.02015,0.00567,-0.004,-2.331957305,0.671855874,-0.470809239
Przehyba,KUMA,50,Bounded,OSAVI,1,-0.01668,0.01282,0.07325,-2.806516907,2.219333127,12.40535098
Przehyba,KUMA,50,Bounded,OSAVI,2,-0.01917,0.07429,0.04202,-3.348465767,13.42596023,6.695123331
Przehyba,KUMA,50,Bounded,OSAVI,3,0.02355,-0.04215,0.00356,3.647989888,-6.299403238,0.567818413
Przehyba,KUMA,50,Bounded,OSAVI,4,-0.01944,-0.01122,-0.00652,-2.864548414,-1.702060525,-1.006202342
Przehyba,KUMA,50,Bounded,SIPI2,1,0.03089,-0.02275,0.0239,3.435004576,-2.445813144,2.633867123
Przehyba,KUMA,50,Bounded,SIPI2,2,0.01575,-0.01494,0.02455,1.708315211,-1.593241414,2.660465056
Przehyba,KUMA,50,Bounded,SIPI2,3,0.01201,0.00264,0.01076,1.316667964,0.285664511,1.160982778
Przehyba,KUMA,50,Bounded,SIPI2,4,-0.02382,0.00606,-0.00969,-2.518446937,0.657266098,-1.044112402
Przehyba,KUMA,50,Edges,GNDVI,1,0.03733,-0.02919,0.07054,5.641350358,-4.175661003,10.5305429
Przehyba,KUMA,50,Edges,GNDVI,2,0.02545,-0.00697,0.04599,3.575889652,-0.945519364,6.298352075
Przehyba,KUMA,50,Edges,GNDVI,3,0.00849,0.00138,0.01442,1.151606484,0.185055805,1.930127252
Przehyba,KUMA,50,Edges,GNDVI,4,-0.05962,0.02692,-0.01628,-7.599444764,3.71355932,-2.165380252
Przehyba,KUMA,50,Edges,LCI,1,-0.05155,-0.01317,0.08198,-17.20277247,-5.308108065,34.89386697
Przehyba,KUMA,50,Edges,LCI,2,0.05146,0.03714,-0.00124,21.32694547,12.68654932,-0.375881731
Przehyba,KUMA,50,Edges,LCI,3,0.0057,0.0185,-0.0401,1.666710527,5.320816472,-10.95056951
Przehyba,KUMA,50,Edges,LCI,4,-0.06642,0.02736,0.11141,-17.79499586,8.916960803,33.33722332
Przehyba,KUMA,50,Edges,MCARI,1,-0.15505,0.25253,0.21024,-21.54007732,44.71369812,25.72369298
Przehyba,KUMA,50,Edges,MCARI,2,0.06093,0.08558,0.23261,9.380470209,12.04553036,29.22048964
Przehyba,KUMA,50,Edges,MCARI,3,0.22179,-0.55382,0.20567,28.18990532,-54.91189923,45.22794294
Przehyba,KUMA,50,Edges,MCARI,4,0.18878,-0.32886,-0.03632,21.48789869,-30.81172393,-4.91833692
Przehyba,KUMA,50,Edges,MCARI2,1,-0.05088,0.06783,0.13391,-9.221718161,13.54267951,23.54705807
Przehyba,KUMA,50,Edges,MCARI2,2,-0.07768,0.19019,0.05793,-14.38276142,41.13007692,8.876786888
Przehyba,KUMA,50,Edges,MCARI2,3,0.06527,-0.12306,0.01085,9.523587184,-16.39442542,1.728915595
Przehyba,KUMA,50,Edges,MCARI2,4,-0.0149,-0.03934,-0.02137,-1.986928941,-5.35237367,-3.071898525
Przehyba,KUMA,50,Edges,NDRE,1,-0.03998,-0.01038,0.05589,-19.71001918,-6.373533258,36.65374702
Przehyba,KUMA,50,Edges,NDRE,2,0.03643,0.02723,-0.00365,23.38839633,14.16819726,-1.663468857
Przehyba,KUMA,50,Edges,NDRE,3,0.00431,0.01741,-0.03101,1.90631206,7.556390814,-12.51356881
Przehyba,KUMA,50,Edges,NDRE,4,-0.04977,0.02006,0.097,-19.82386751,9.96567159,43.82180338
Przehyba,KUMA,50,Edges,NDVI,1,-0.00716,0.00459,0.05176,-0.89938337,0.581792555,6.522744543
Przehyba,KUMA,50,Edges,NDVI,2,0.00657,0.01779,0.01172,0.800135426,2.149378807,1.38620958
Przehyba,KUMA,50,Edges,NDVI,3,-0.00736,-0.0073,-0.00162,-0.846394371,-0.846660504,-0.189493409
Przehyba,KUMA,50,Edges,NDVI,4,-0.02917,0.01901,-0.00255,-3.359859754,2.265735899,-0.297192059
Przehyba,KUMA,50,Edges,OSAVI,1,-0.0131,0.02656,0.07405,-2.358826061,4.898010368,13.0181551
Przehyba,KUMA,50,Edges,OSAVI,2,-0.02975,0.0878,0.03432,-5.301414364,16.52174077,5.542447688
Przehyba,KUMA,50,Edges,OSAVI,3,0.03195,-0.05326,0.00565,5.059214183,-8.027479724,0.925909235
Przehyba,KUMA,50,Edges,OSAVI,4,-0.01711,-0.01335,-0.01396,-2.550643922,-2.042218078,-2.180054376
Przehyba,KUMA,50,Edges,SIPI2,1,0.0351,-0.02612,0.0217,3.907898297,-2.798728357,2.392078143
Przehyba,KUMA,50,Edges,SIPI2,2,0.0154,-0.01633,0.02609,1.67058821,-1.74236661,2.83309498
Przehyba,KUMA,50,Edges,SIPI2,3,0.01069,0.00511,0.01097,1.17219925,0.553838884,1.182416592
